formula,AN1,AN2,AND,ANd,Rc1,Rc2,RcD,Rcd,Vmc,Rm1,Rm2,RmD,Rmd,Vmm,AW1,AW2,AWD,AWd,D1,D2,DD,Dd,Eea1,Eea2,EeaD,Eead,XM1,XM2,XMD,XMd,XP1,XP2,XPD,XPd,Gp1,Gp2,GpD,Gpd,Hf1,Hf2,HfD,Hfd,I11,I12,I1D,I1d,I21,I22,I2D,I2d,LP1,LP2,LPD,LPd,Tm1,Tm2,TmD,Tmd,P1,P2,PD,Pd,Cp1,Cp2,CpD,Cpd,K1,K2,KD,Kd,VEC1,VEC2,VECD,VECd,sVEC1,pVEC1,dVEC1,fs,fp,fd,W1,W2,WD,Wd,Hmix,Smix/R,Smix/kb,PHSmis,PHSmix,PHSS,t1,t2,deltaT,alpha,t1_1,t2_1,deltaT_1,alpha_1
Mn3(Cu0.7Sn0.3)N,27.575,26.64216812,6.560821214,0.237926427,0.137775,0.137721899,0.00265977,0.019305169,0.010966798,0.135765,0.135357458,0.007947438,0.058538197,0.010595251,61.22733375,58.69425009,16.68611611,0.272527237,7.587875,7.541794094,0.632020458,0.083293473,-0.0753,-0.774612421,0.736150467,9.776234621,1.6925,1.689197201,0.07709572,0.045551385,1.642,1.628024058,0.159940614,0.097405977,8.225,7.787610619,2.230330693,0.271164826,11.848425,11.5847059,1.42307786,0.120106922,7.47835,7.476578463,0.116455045,0.015572291,16.37837488,16.20630471,1.821701525,0.111226024,247.64605,55.23169013,126.2573862,0.509830002,1414.85325,1296.888568,266.0923685,0.188070649,4.075,4.060913706,0.263391344,0.064635913,26.0504,26.0266632,0.769987428,0.029557605,81.035,10.25951826,148.1621918,1.828372824,7.475,7.052089296,1.802602286,0.241150807,1.825,0.15,5.5,0.244147157,0.02006689,0.735785953,4.07375,4.052141101,0.311445722,0.076451849,0.8925,0.71505122,0.071317741,0.638183214,0.063651084,0.045513785,193.34,218.71,25.36,-31.75,,,,
Mn3(Cu0.4Sb0.6)N,29.3,27.48049052,9.192932068,0.313751948,0.1383,0.138266767,0.0021,0.015184382,0.011087953,0.13698,0.136641509,0.007061416,0.05155071,0.010854209,65.82213375,60.76317375,23.63730847,0.359108815,7.373,7.333769294,0.572617673,0.077664136,-0.09435,-0.783805097,0.704129979,7.462956853,1.7195,1.711282411,0.124518071,0.072415278,1.66,1.640222781,0.194036079,0.116889204,8.6,7.9218107,2.939387691,0.341789266,13.323,12.91112773,2.766284693,0.207632267,7.6393,7.618654548,0.416076567,0.054465274,16.23853449,16.14018752,1.38742368,0.085440203,250.891,76.33400745,120.5327469,0.480418775,1410.7065,1363.666915,218.280538,0.154731362,4.15,4.12371134,0.357071421,0.086041306,25.9685,25.95218774,0.638829203,0.024600158,49.61,9.772291492,117.2748298,2.363935291,7.1,6.838365897,1.479864859,0.20843167,1.9,0.45,4.75,0.267605634,0.063380282,0.669014085,4.079,4.057140361,0.311927876,0.076471654,-3.33,0.730588061,0.055308032,-2.432858244,-0.184175747,-0.134556602,86.99,102.14,15.15,-34.78,,,,
Mn3(Cu0.5Sb0.5)N,28.75,27.20250138,8.511022265,0.296035557,0.138125,0.138084666,0.002315032,0.016760416,0.011047568,0.13635,0.13604258,0.006719933,0.049284437,0.010697732,64.36678375,60.07654812,21.87481898,0.339846388,7.43,7.385350171,0.612862138,0.08248481,-0.089625,-0.781568377,0.712359098,7.948218666,1.71625,1.708688047,0.119262054,0.069489908,1.65625,1.637636687,0.18781224,0.113396069,8.5,7.883959044,2.783882181,0.327515551,13.1525,12.80244189,2.559989014,0.194638967,7.61725,7.599458467,0.386473722,0.050736647,16.33259056,16.21356615,1.524727404,0.093354903,249.581125,67.48952593,122.8168002,0.492091701,1422.05625,1381.086042,202.8873367,0.142671808,4.125,4.102564103,0.330718914,0.080174282,25.94875,25.93063334,0.67267075,0.02592305,59.0275,9.865466409,129.3659723,2.19162208,7.25,6.968325792,1.5612495,0.215344759,1.875,0.375,5,0.25862069,0.051724138,0.689655172,4.0825,4.059830243,0.318031052,0.077901054,-2.1875,0.73562194,0.050552019,-1.609172993,-0.110582542,-0.081346944,102.14,117.29,15.15,-71.57,,,,
Mn3(Cu0.6Sb0.4)N,28.2,26.93008012,7.730459236,0.27412976,0.13795,0.137903044,0.0024995,0.018118883,0.011007183,0.13572,0.135448878,0.006297428,0.046400148,0.010541256,62.91143375,59.40526687,19.8508683,0.315536733,7.487,7.437661758,0.645609015,0.086230668,-0.0849,-0.779344386,0.720463247,8.486021753,1.713,1.706101537,0.113670577,0.066357605,1.6525,1.635058736,0.181297408,0.109710988,8.4,7.846467391,2.615339366,0.311349925,12.982,12.6955706,2.323061773,0.178944829,7.5952,7.580358877,0.353032236,0.046480966,16.42664663,16.28761503,1.645281056,0.100159277,248.27125,60.48177231,125.0454247,0.503664539,1433.406,1398.955943,185.5330585,0.129435107,4.1,4.081632653,0.3,0.073170732,25.929,25.90911473,0.704335857,0.027164019,68.445,9.960435203,139.7867851,2.042322815,7.4,7.103321033,1.624807681,0.219568606,1.85,0.3,5.25,0.25,0.040540541,0.709459459,4.086,4.062523694,0.323981481,0.079290622,-1.08,0.730588061,0.044808213,-0.789035106,-0.04839287,-0.035355253,117.29,123.08,5.79,-192.44,,,,
Mn3(Cu0.7Sb0.3)N,27.65,26.66306111,6.817440869,0.246562057,0.137775,0.137721899,0.00265977,0.019305169,0.010966798,0.13509,0.134860335,0.005776149,0.042757785,0.01038478,61.45608375,58.74882133,17.4748434,0.284346843,7.544,7.490719695,0.671955356,0.089071495,-0.080175,-0.777133015,0.728446597,9.085707475,1.70975,1.703522846,0.107691399,0.062986635,1.64875,1.632488888,0.174458985,0.10581288,8.3,7.809330629,2.431049156,0.292897489,12.8115,12.5904688,2.04488331,0.159613106,7.57315,7.561355052,0.31453009,0.041532267,16.5207027,16.3623434,1.752544654,0.106081726,246.961375,54.7924188,127.2215331,0.515147493,1444.75575,1417.294343,165.6023146,0.114623053,4.075,4.060913706,0.263391344,0.064635913,25.90925,25.8876318,0.734106217,0.02833375,77.8625,10.05725018,148.888405,1.912196564,7.55,7.243650047,1.672572868,0.22153283,1.825,0.225,5.5,0.241721854,0.029801325,0.728476821,4.0895,4.065220722,0.329787432,0.080642482,-0.0075,0.71505122,0.038049531,-0.005362884,-0.000285371,-0.000204055,116.85,135.12,18.27,-68.23,,,,
Mn3(Cu0.5Sb0.1Sn0.4)N,28.65,27.17351363,8.250909041,0.287989844,0.138125,0.138084666,0.002315032,0.016760416,0.011047568,0.13725,0.136717942,0.009078408,0.066145052,0.010978361,64.06178375,60.00048614,21.07925683,0.329045737,7.4885,7.451689277,0.564491143,0.07538107,-0.083125,-0.778172867,0.722918985,8.696769749,1.69325,1.689525548,0.082776431,0.048886125,1.64725,1.631651503,0.170043928,0.103228974,8.4,7.854471268,2.557342371,0.30444552,11.8684,11.45420779,2.035159832,0.171477186,7.49085,7.485714582,0.20662279,0.027583357,16.14282013,16.00990471,1.604360449,0.099385388,250.494025,68.38271939,121.4624237,0.484891501,1382.18625,1232.42274,311.1224384,0.225094439,4.125,4.102564103,0.330718914,0.080174282,26.13695,26.11696068,0.707616844,0.027073428,63.2575,10.12658667,128.8518383,2.03694168,7.15,6.733712287,1.725543393,0.24133474,1.875,0.275,5,0.262237762,0.038461538,0.699300699,4.0615,4.042455503,0.291646618,0.071807613,-0.9975,0.798172243,0.091057061,-0.796176812,-0.090829419,-0.072497521,293.69,323.5,29.8,-7.24,,,,
Mn3(Cu0.5Sb0.2Sn0.3)N,28.675,27.18075478,8.316812791,0.290037063,0.138125,0.138084666,0.002315032,0.016760416,0.011047568,0.137025,0.136548473,0.008558877,0.062462156,0.010908204,64.13803375,60.01948357,21.28134559,0.331805394,7.473875,7.434993021,0.577520008,0.077271831,-0.08475,-0.779018976,0.720299026,8.499103557,1.699,1.694275765,0.09377633,0.055195015,1.6495,1.633143694,0.174699027,0.105910292,8.425,7.861822513,2.616175644,0.310525299,12.189425,11.76392457,2.248102254,0.184430542,7.52245,7.513830146,0.268990516,0.035758365,16.19026274,16.06033889,1.586956254,0.098019179,250.2658,68.15721189,121.8030712,0.486694831,1392.15375,1266.505126,288.4211326,0.207176206,4.125,4.102564103,0.330718914,0.080174282,26.0899,26.07012826,0.703778225,0.026975122,62.2,10.06001924,128.9935688,2.073851589,7.175,6.79087201,1.686527498,0.235056097,1.875,0.3,5,0.261324042,0.041811847,0.696864111,4.06675,4.046785231,0.298599962,0.073424716,-1.3025,0.819748398,0.081199405,-1.067722289,-0.105762225,-0.086698414,248.42,294.03,45.6,-18.13,,,,
Mn3(Cu0.5Sb0.3Sn0.2)N,28.7,27.18799978,8.382123836,0.292060064,0.138125,0.138084666,0.002315032,0.016760416,0.011047568,0.1368,0.136379425,0.007999375,0.058474963,0.010838047,64.21428375,60.03849304,21.48126261,0.334524678,7.45925,7.418371417,0.589898879,0.079082867,-0.086375,-0.779866926,0.717665824,8.308721547,1.70475,1.699052769,0.10329539,0.060592691,1.65175,1.634638616,0.179205015,0.108494031,8.45,7.869187532,2.673480877,0.316388269,12.51045,12.09085604,2.399987052,0.191838587,7.55405,7.542157704,0.316262071,0.041866558,16.23770535,16.11109183,1.567924187,0.0965607,250.037575,67.93318683,122.1423421,0.488495948,1402.12125,1302.52621,263.3963283,0.1878556,4.125,4.102564103,0.330718914,0.080174282,26.04285,26.02346349,0.696748576,0.02675393,61.1425,9.994321268,129.1264835,2.111894075,7.2,6.849010451,1.646207763,0.228639967,1.875,0.325,5,0.260416667,0.045138889,0.694444444,4.072,4.051124244,0.305304766,0.074976612,-1.6025,0.819748398,0.071163748,-1.313646808,-0.114039907,-0.093484031,208.24,233.32,25.07,-46.6,,,,
Mn3(Cu0.5Sb0.4Sn0.1)N,28.725,27.19524865,8.446855924,0.294059388,0.138125,0.138084666,0.002315032,0.016760416,0.011047568,0.136575,0.136210794,0.00739083,0.054115544,0.01076789,64.29053375,60.05751455,21.67906798,0.337204666,7.444625,7.401823965,0.601667877,0.080819098,-0.088,-0.780716724,0.715019231,8.125218529,1.7105,1.703856786,0.111712801,0.065310027,1.654,1.636136278,0.183572874,0.110987227,8.475,7.876566363,2.729354319,0.322047707,12.831475,12.43647846,2.501958802,0.194986064,7.58565,7.570699663,0.354528387,0.046736718,16.28514795,16.16216656,1.547204174,0.095007069,249.80935,67.71062964,122.4802481,0.490294891,1412.08875,1340.656249,235.3078826,0.166638168,4.125,4.102564103,0.330718914,0.080174282,25.9958,25.97696549,0.686429865,0.026405414,60.085,9.929475819,129.2506096,2.151129393,7.225,6.908152966,1.604485899,0.222074173,1.875,0.35,5,0.259515571,0.048442907,0.692041522,4.07725,4.055472571,0.311777064,0.076467488,-1.8975,0.798172243,0.060948492,-1.514531831,-0.115649763,-0.092308431,143.37,158.16,14.8,-92.92,,,,
Mn3(Cu0.5Sb0.5)N,28.75,27.20250138,8.511022265,0.296035557,0.138125,0.138084666,0.002315032,0.016760416,0.011047568,0.13635,0.13604258,0.006719933,0.049284437,0.010697732,64.36678375,60.07654812,21.87481898,0.339846388,7.43,7.385350171,0.612862138,0.08248481,-0.089625,-0.781568377,0.712359098,7.948218666,1.71625,1.708688047,0.119262054,0.069489908,1.65625,1.637636687,0.18781224,0.113396069,8.5,7.883959044,2.783882181,0.327515551,13.1525,12.80244189,2.559989014,0.194638967,7.61725,7.599458467,0.386473722,0.050736647,16.33259056,16.21356615,1.524727404,0.093354903,249.581125,67.48952593,122.8168002,0.492091701,1422.05625,1381.086042,202.8873367,0.142671808,4.125,4.102564103,0.330718914,0.080174282,25.94875,25.93063334,0.67267075,0.02592305,59.0275,9.865466409,129.3659723,2.19162208,7.25,6.968325792,1.5612495,0.215344759,1.875,0.375,5,0.25862069,0.051724138,0.689655172,4.0825,4.059830243,0.318031052,0.077901054,-2.1875,0.73562194,0.050552019,-1.609172993,-0.110582542,-0.081346944,113.61,128.42,14.81,-83.75,,,,
Mn3Cu0.9Si0.1N,25.625,25.28807225,2.496873044,0.097438948,0.136725,0.136510308,0.005044737,0.036896964,0.010748008,0.1328875,0.132750213,0.004111398,0.030938937,0.00985728,56.20350875,55.30166338,5.753047213,0.102360997,7.549225,7.215759306,1.084282216,0.143628282,-0.06215,-0.769245235,0.758730174,12.20804786,1.7025,1.697828645,0.092161543,0.054133065,1.6375,1.624827586,0.151554446,0.092552333,8.075,7.728983689,1.915561275,0.237221211,13.2375,12.50365684,5.989248179,0.452445566,7.51765,7.514447171,0.158351437,0.021063954,16.70420273,16.50922257,1.93642409,0.115924365,243.75715,45.64811363,132.2753395,0.542652142,1487.0395,1483.177977,74.39290477,0.050027524,3.975,3.966942149,0.15612495,0.039276717,25.733725,25.66406529,1.232018932,0.047875655,99.79,10.34790221,163.7548326,1.640994414,7.825,7.471194663,1.773238563,0.226611957,1.775,0.05,6,0.226837061,0.006389776,0.766773163,4.10375,4.076064717,0.353621885,0.086170426,-1.1025,0.643605888,0.019921851,-0.709575491,-0.021963841,-0.014136057,122,132,12,-6.3,,,,
Mn3Cu0.8Si0.2N,25.25,24.7108947,3.031088913,0.120043125,0.1362,0.13584584,0.006415606,0.047104302,0.010650374,0.132575,0.13237753,0.004887932,0.03686918,0.00979921,55.31698375,53.82311558,7.122505498,0.128758024,7.38345,6.824559866,1.334053278,0.180681562,-0.0583,-0.767921475,0.765666579,13.13321748,1.705,1.699828657,0.097339612,0.057090681,1.6375,1.624827586,0.151554446,0.092552333,8.15,7.758186398,2.080264406,0.255247166,14.175,12.72986086,8.354452406,0.589379358,7.5283,7.524007591,0.184218647,0.024470152,16.60553454,16.42854132,1.849692523,0.111390122,244.48255,48.9899702,131.0758119,0.536135654,1495.274,1491.127947,77.78070136,0.052017691,3.95,3.93442623,0.217944947,0.055175936,25.61745,25.50668845,1.531666265,0.059789958,93.465,10.33650285,156.7340361,1.676927578,7.65,7.255594817,1.796524422,0.234839794,1.8,0.1,5.75,0.235294118,0.013071895,0.751633987,4.1075,4.078799766,0.360650454,0.08780291,-5.11,0.687435751,0.028290841,-3.512796685,-0.144566199,-0.099379974,127,137,10,-2.8,,,,
Mn3Cu0.7Si0.3N,24.875,24.15947635,3.443744328,0.138441983,0.135675,0.135187809,0.007504624,0.055313238,0.010552739,0.1322625,0.132006934,0.00553939,0.04188179,0.00974114,54.43045875,52.42157009,8.17256164,0.150146845,7.217675,6.47359648,1.52602938,0.211429495,-0.05445,-0.766602264,0.772521519,14.18772303,1.7075,1.701833387,0.102194667,0.059850464,1.6375,1.624827586,0.151554446,0.092552333,8.225,7.787610619,2.230330693,0.271164826,15.1125,12.96440019,10.09776429,0.668172989,7.53895,7.533592369,0.206327404,0.027368188,16.50686635,16.34864481,1.753144542,0.106206987,245.20795,52.85978675,129.8611531,0.529596015,1503.5085,1499.163602,80.185764,0.053332431,3.925,3.902439024,0.263391344,0.067106075,25.501175,25.35122997,1.774004705,0.069565606,87.14,10.32512858,149.1155917,1.711218634,7.475,7.052089296,1.802602286,0.241150807,1.825,0.15,5.5,0.244147157,0.02006689,0.735785953,4.11125,4.081538488,0.367506377,0.089390423,-9.0225,0.71505122,0.03650643,-6.451549634,-0.329379262,-0.235523043,58,97,39,-1.7,,,,
Mn3Cu0.6Si0.4N,24.5,23.63213038,3.774917218,0.154078254,0.13515,0.134536122,0.008421847,0.06231481,0.010455105,0.13195,0.131638407,0.00610594,0.046274647,0.00968307,53.54393375,51.09116419,9.015519386,0.168376112,7.0519,6.156965169,1.680140021,0.238253523,-0.0506,-0.765287578,0.779297145,15.40112935,1.71,1.703842851,0.106770783,0.062439054,1.6375,1.624827586,0.151554446,0.092552333,8.3,7.817258883,2.368543856,0.28536673,16.05,13.20774421,11.5054335,0.716849439,7.5496,7.543201599,0.225784499,0.029906816,16.40819817,16.26952167,1.645052679,0.100257972,245.93335,57.39340778,128.6309344,0.523031685,1511.743,1507.286334,81.69493259,0.054040225,3.9,3.870967742,0.3,0.076923077,25.3849,25.19765499,1.980187893,0.078006527,80.815,10.31377932,140.8025216,1.742282021,7.3,6.859688196,1.791647287,0.245431135,1.85,0.2,5.25,0.253424658,0.02739726,0.719178082,4.115,4.08428089,0.374199145,0.090935394,-12.84,0.730588061,0.044566152,-9.380750708,-0.572229392,-0.418063963,83,96,13,-0.8,,,,
Mn3AgN,25,25,0,0,0.139,0.139,0,0,0.011249495,0.135,0.135,0,0,0.010305995,54.938045,54.938045,0,0,7.3,7.3,0,0,-0.5,-0.5,0,0,1.65,1.65,0,0,1.55,1.55,0,0,7,7,0,0,12.05,12.05,0,0,7.434,7.434,0,0,15.63973675,15.63973675,0,0,320.085,320.085,0,0,1519.15,1519.15,0,0,4,4,0,0,26.32,26.32,0,0,7.82,7.82,0,0,7,7,0,0,2,0,5,0.285714286,0,0.714285714,3.9,3.9,0,0,0,0,0,0,0,0,260.88,275.98,8,-44.5,,,,
Mn3Ag0.7Mn0.3N,40.4,37.1835443,10.08166653,0.249546201,0.1432,0.143146307,0.002749545,0.019200736,0.012313884,0.14165,0.141512514,0.004353447,0.030733829,0.01193868,91.9904135,83.68208296,24.25646905,0.263684748,9.54,9.279661017,1.466424222,0.153713231,0.7628,-15.82524272,0.826696655,1.083765935,1.776,1.772007042,0.082486363,0.046445024,1.816,1.797776442,0.174137876,0.095890901,9.8,9.390243902,1.833030278,0.187043906,11.525,11.51501057,0.343693177,0.029821534,7.5334,7.532833641,0.065072575,0.008637876,19.70979945,19.30141005,2.664481489,0.135185621,108.629,25.11594748,138.4304466,1.274341535,1320.196,1308.365188,130.2459664,0.098656538,4.7,4.651162791,0.458257569,0.097501611,25.641,25.63340889,0.444509842,0.017335901,302.646,25.00320479,193.0089231,0.637738226,9.8,9.390243902,1.833030278,0.187043906,1.3,0,8.5,0.132653061,0,0.867346939,4.418,4.390101892,0.339110601,0.076756587,10.92,0.610864302,0.019658585,6.670638178,0.214671745,0.131135306,213,233,20,-57,,,,
Mn3Ag0.6Mn0.4N,38.2,34.76331361,10.77775487,0.28214018,0.1426,0.142538897,0.002939388,0.020612817,0.012161828,0.1407,0.140543948,0.004654031,0.033077687,0.011705439,86.697218,77.8623377,25.93125617,0.299101364,9.22,8.933566434,1.567673435,0.170029657,0.5824,-2.942238267,0.883775899,1.517472354,1.758,1.753484321,0.088181631,0.0501602,1.778,1.757638073,0.18616122,0.104702599,9.4,8.953488372,1.959591794,0.208467212,11.6,11.58851064,0.367423461,0.031674436,7.5192,7.51855396,0.069565509,0.009251717,19.12836192,18.67673651,2.848450527,0.148912413,138.837,28.92368208,147.9883723,1.065914506,1348.618,1334.823645,139.2387949,0.103245541,4.6,4.545454545,0.489897949,0.106499554,25.738,25.72929199,0.47520101,0.018463012,260.528,19.02967803,206.335218,0.791988646,9.4,8.953488372,1.959591794,0.208467212,1.4,0,8,0.14893617,0,0.85106383,4.344,4.312678742,0.362524482,0.08345407,12.48,0.673011667,0.02277137,8.399185604,0.284186696,0.191260962,175,212,37,-16.7,,,,
Mn3Ag0.5Mn0.5N,36,32.63888889,11,0.305555556,0.142,0.14193662,0.003,0.021126761,0.012009773,0.13975,0.139588551,0.00475,0.033989267,0.011472198,81.4040225,72.79943585,26.4659775,0.325118793,8.9,8.612359551,1.6,0.179775281,0.402,-1.621890547,0.902,2.243781095,1.74,1.735344828,0.09,0.051724138,1.74,1.719252874,0.19,0.109195402,9,8.555555556,2,0.222222222,11.675,11.66295503,0.375,0.032119914,7.505,7.504328314,0.071,0.00946036,18.54692439,18.09122943,2.907187645,0.156747695,169.045,34.09228563,151.04,0.893489899,1377.04,1362.374302,142.11,0.103199617,4.5,4.444444444,0.5,0.111111111,25.835,25.8258951,0.485,0.018772982,218.41,15.36001099,210.59,0.964195779,9,8.555555556,2,0.222222222,1.5,0,7.5,0.166666667,0,0.833333333,4.27,4.23793911,0.37,0.086651054,13,0.693147181,0.024043766,9.010913347,0.312568954,0.216656289,135,185,50,-5.4,,,,
Mn3Ag0.4Mn0.6N,33.8,30.7591623,10.77775487,0.318868487,0.1414,0.141339411,0.002939388,0.020787749,0.011857717,0.1388,0.138646055,0.004654031,0.033530479,0.011238957,76.110827,68.35475291,25.93125617,0.340703908,8.58,8.313449024,1.567673435,0.182712522,0.2216,-1.119505495,0.883775899,3.98815839,1.722,1.717576792,0.088181631,0.051208845,1.702,1.682508436,0.18616122,0.10937792,8.6,8.191489362,1.959591794,0.227859511,11.75,11.73836207,0.367423461,0.031270082,7.4908,7.4901564,0.069565509,0.009286793,17.96548687,17.54131723,2.848450527,0.158551257,199.253,41.51004721,147.9883723,0.742715905,1405.462,1391.086215,139.2387949,0.099069768,4.4,4.347826087,0.489897949,0.111340443,25.932,25.92322636,0.47520101,0.018324889,176.292,12.87685009,206.335218,1.170417364,8.6,8.191489362,1.959591794,0.227859511,1.6,0,7,0.186046512,0,0.813953488,4.196,4.165745856,0.362524482,0.086397636,12.48,0.673011667,0.023399061,8.399185604,0.292020275,0.196533052,5,87,82,-0.48,,,,
Mn2.85Cr0.15Cu0.6Ge0.4N,26.2625,26.06888027,2.396579594,0.091254816,0.13605,0.135770312,0.005894701,0.043327461,0.010606056,0.13244125,0.13230701,0.00414176,0.03127243,0.009759239,57.88811081,57.379922,5.834101154,0.100782373,7.345375,7.226187531,0.896752396,0.12208395,-0.0222,-0.856850742,0.758915055,34.18536282,1.699625,1.694544138,0.095556838,0.056222307,1.652625,1.636751238,0.171630007,0.103852966,8.2625,7.763074984,2.396579594,0.290055019,14.870875,13.23645815,7.417949042,0.498823979,7.49925,7.492846229,0.216536227,0.028874384,16.39887029,16.26037748,1.645046508,0.100314624,235.0599375,49.52486295,134.1666354,0.570776275,1488.9555,1472.239505,169.8539419,0.114075902,4,4,0,0,25.616825,25.56210738,1.151628877,0.044955957,75.2255,10.6887557,138.5383868,1.841641289,7.2625,6.817930271,1.807925261,0.248939795,1.8125,0.2,5.25,0.249569707,0.027538726,0.722891566,4.14875,4.113027161,0.40558407,0.097760547,-7.75125,0.879474494,0.020353643,-6.817026671,-0.157766176,-0.138751328,191,239,48,-32.27,,,,
Mn2.7Cr0.3Cu0.6Ge0.4N,26.225,26.02647521,2.423710998,0.092419866,0.13605,0.135770312,0.005894701,0.043327461,0.010606056,0.1320625,0.131914967,0.004347165,0.032917482,0.009678825,57.77778788,57.25304573,5.916083924,0.102393742,7.33975,7.220564454,0.897489519,0.122277941,0.0219,-0.964700611,0.764020216,34.88676784,1.69625,1.690787433,0.098784804,0.058237173,1.65675,1.641057402,0.170431621,0.102871055,8.225,7.709637046,2.423710998,0.294676109,15.05275,13.39480427,7.406003641,0.492003364,7.4742,7.464989559,0.257415734,0.034440573,16.43058507,16.29296579,1.638243798,0.099706967,223.490625,42.88925584,139.5305718,0.624324049,1513.743,1488.642173,214.7495547,0.141866588,4,4,0,0,25.50545,25.44423799,1.219834496,0.047826425,78.446,11.21565644,137.930891,1.75829094,7.225,6.776677668,1.823286867,0.252358044,1.775,0.2,5.25,0.24567474,0.027681661,0.726643599,4.1675,4.131595084,0.40520828,0.097230541,-7.185,0.974400291,0.022551328,-7.001066094,-0.162031293,-0.157883339,135,190,55,-29.15,,,,
Mn2.65Cr0.45Cu0.6Ge0.4N,26.15853659,25.9592817,2.426829268,0.092773893,0.136121951,0.135847298,0.005840127,0.042903636,0.01062175,0.131764634,0.131607862,0.004485515,0.034041875,0.009615668,57.60089372,57.07127394,5.936305842,0.103059266,7.333292683,7.217000924,0.887185265,0.12098048,0.052195122,-1.072043793,0.762169984,14.60232212,1.691829268,1.686123971,0.100766913,0.059560923,1.658170732,1.64292032,0.167922224,0.101269562,8.158536585,7.639443436,2.426829268,0.297458894,15.15695122,13.51575813,7.315404177,0.482643513,7.448780488,7.43725777,0.286932261,0.038520703,16.44223733,16.30823941,1.61577543,0.098269803,214.5594512,38.65306119,142.980564,0.666391358,1538.057805,1505.74651,246.2691403,0.16011696,4,4,8.88E-16,2.22E-16,25.41665854,25.35076766,1.267163225,0.049855618,79.86536585,11.65264994,136.038879,1.703352605,7.182926829,6.742124933,1.815435504,0.252743143,1.743902439,0.195121951,5.243902439,0.24278438,0.027164686,0.730050934,4.179268293,4.143844019,0.401441854,0.096055536,-6.542534206,1.032878945,0.024118253,-6.757645831,-0.157794496,-0.162982613,80,150,70,-19.14,,,,
Mn3Cu0.55Re0.05Ge0.4N,26.4375,26.19249224,2.801087958,0.105951318,0.1365875,0.136200591,0.007295022,0.053409147,0.010766247,0.13322625,0.133051516,0.004907437,0.036835359,0.009946035,58.34440875,57.70541758,6.807636674,0.11668019,7.3205,7.204617254,0.882110962,0.120498731,-0.076334,-0.78198229,0.738990436,9.681012868,1.6985,1.693621987,0.093582851,0.055097351,1.641375,1.624988082,0.173952176,0.105979545,8.2125,7.697594502,2.396318791,0.291789198,14.737125,13.11926198,7.427119259,0.503973418,7.51065,7.505877584,0.188337669,0.025076081,16.27803545,16.14052532,1.629213503,0.100086617,247.0683375,61.42144246,126.7831485,0.513150126,1473.79775,1463.295668,125.0246937,0.084831649,4.0125,4.010025063,0.11110243,0.027689079,25.7397,25.69331671,1.05854254,0.041124898,67.27625,10.15528125,134.146003,1.993957793,7.2125,6.767371601,1.779703276,0.246752621,1.8625,0.2,5.15,0.258232236,0.027729636,0.714038128,4.12125,4.086836924,0.400216738,0.097110522,-9.515625,0.773613459,0.028238962,-7.361415569,-0.268711369,-0.207878732,241,305,64,-13.8,,,,
Mn3Cu0.5Re0.1Ge0.4N,26.575,26.27406569,3.169286197,0.119258182,0.137125,0.136633606,0.008432637,0.061495989,0.010926437,0.1336325,0.133403494,0.005719457,0.042799899,0.010052417,58.69038375,57.90484224,7.707097735,0.131317896,7.29,7.177619008,0.866948672,0.118923,-0.086368,-0.793609914,0.726446665,8.411062724,1.694,1.688952294,0.094836702,0.055983885,1.63425,1.617576776,0.174884069,0.107011821,8.125,7.581538462,2.420614591,0.297921796,14.78525,13.15692693,7.428504556,0.502426713,7.497,7.490903572,0.210502969,0.028078294,16.18891538,16.05406763,1.601963442,0.09895434,247.507425,64.54100958,126.0264029,0.509182312,1483.4275,1470.46657,143.9526738,0.097040586,4.025,4.020100503,0.15612495,0.038788807,25.7512,25.70557119,1.049317378,0.04074829,62.5475,10.10198767,128.8622629,2.060230431,7.125,6.677506775,1.763341997,0.247486596,1.875,0.2,5.05,0.263157895,0.028070175,0.70877193,4.1125,4.079078035,0.395087016,0.096069791,-10.6625,0.798172243,0.03812452,-8.510511538,-0.406502694,-0.324459167,251,315,64,-12.6,,,,
