,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,断面收缩率,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,热处理工艺,夹杂物,晶粒度,最大晶粒度,渗氮,渗碳,试验单位-金相组织,金相组织,马氏体转变开
1404,34CrNi3Mo,_,光滑,_,_,,34-1,11.0,100.0,1.0,62.3,41.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:630~650℃* 1.5~2h 回火 , 空冷;热处理1:850~870℃ 油冷 , 690℃* 5h ; 850~870℃ 油冷 ,;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
1405,34CrNi3Mo,_,光滑,_,_,,34-1,11.0,200.0,1.0,59.9,42.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:630~650℃* 1.5~2h 回火 , 空冷;热处理1:850~870℃ 油冷 , 690℃* 5h ; 850~870℃ 油冷 ,;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
1406,34CrNi3Mo,_,光滑,_,_,,34-1,11.0,300.0,1.0,55.6,43.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:630~650℃* 1.5~2h 回火 , 空冷;热处理1:850~870℃ 油冷 , 690℃* 5h ; 850~870℃ 油冷 ,;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
1407,34CrNi3Mo,_,光滑,_,_,,34-1,11.0,400.0,1.0,69.8,44.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:630~650℃* 1.5~2h 回火 , 空冷;热处理1:850~870℃ 油冷 , 690℃* 5h ; 850~870℃ 油冷 ,;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
1408,34CrNi3Mo,_,光滑,_,_,,34-1,11.0,500.0,1.0,75.0,45.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:630~650℃* 1.5~2h 回火 , 空冷;热处理1:850~870℃ 油冷 , 690℃* 5h ; 850~870℃ 油冷 ,;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
1409,34CrNi3Mo,_,光滑,_,_,,34-1,11.0,600.0,1.0,89.0,46.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:630~650℃* 1.5~2h 回火 , 空冷;热处理1:850~870℃ 油冷 , 690℃* 5h ; 850~870℃ 油冷 ,;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
1410,34CrNi3Mo,_,光滑,_,_,,34-1,11.0,700.0,1.0,95.5,47.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:630~650℃* 1.5~2h 回火 , 空冷;热处理1:850~870℃ 油冷 , 690℃* 5h ; 850~870℃ 油冷 ,;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
1411,34CrNi3Mo,_,光滑,_,切向,,34-1,10.0,20.0,1.0,51.5,48.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1412,34CrNi3Mo,_,光滑,_,切向,,34-1,10.0,100.0,1.0,46.0,49.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1413,34CrNi3Mo,_,光滑,_,切向,,34-1,10.0,200.0,1.0,42.0,50.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1414,34CrNi3Mo,_,光滑,_,切向,,34-1,10.0,300.0,1.0,36.0,51.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1415,34CrNi3Mo,_,光滑,_,切向,,34-1,10.0,400.0,1.0,58.0,52.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1416,34CrNi3Mo,_,光滑,_,切向,,34-1,10.0,450.0,1.0,64.5,53.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1417,34CrNi3Mo,_,光滑,_,切向,,34-1,10.0,500.0,1.0,77.0,54.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1418,34CrNi3Mo,_,光滑,_,切向,,34-1,10.0,600.0,1.0,79.0,56.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1419,34CrNi3Mo,_,光滑,_,轴向,,34-1,10.0,500.0,1.0,20.5,57.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1420,34CrNi3Mo,_,光滑,_,径向,,34-1,10.0,20.0,1.0,42.0,58.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.325,3.0,0.9,0.018,0.015,0.65,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560~650℃;淬火:840~870℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1421,35,东北工学院,光滑,Φ5,纵向,GB699-65,35000,1.0,25.0,5.0,54.75,1.0,东北工学院,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.007,0.014,0.69,0.27,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:860℃;退火:NaN,NaN,0,0,NaN,NaN,东北工学院,铁素体+珠光体,0
1422,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,1.0,25.0,0.0,60.0,1.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560℃ 3h (空冷);淬火:875℃  空冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,索氏体,0
1423,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,3.0,25.0,0.0,44.5,2.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:淬火后, -78℃ 冷处理, 然后回火;渗氮:NaN;渗碳:NaN;回火:210℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN",,,,,,,,
1424,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,2.0,25.0,0.0,42.4,3.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:淬火后, -78℃ 冷处理, 然后回火;渗氮:NaN;渗碳:NaN;回火:180℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN",,,,,,,,
1425,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,3.0,25.0,0.0,43.1,4.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:淬火后, -78℃ 冷处理, 然后回火;渗氮:NaN;渗碳:NaN;回火:210℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN",,,,,,,,
1426,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,4.0,25.0,0.0,44.6,5.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:淬火后, -78℃ 冷处理, 然后回火;渗氮:NaN;渗碳:NaN;回火:240℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN",,,,,,,,
1427,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,5.0,25.0,0.0,44.9,6.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:淬火后, -78℃ 冷处理, 然后回火;渗氮:NaN;渗碳:NaN;回火:270℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN",,,,,,,,
1428,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,6.0,25.0,0.0,46.4,7.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:淬火后, -78℃ 冷处理, 然后回火;渗氮:NaN;渗碳:NaN;回火:300℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN",,,,,,,,
1429,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,7.0,25.0,0.0,45.7,8.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:400℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN,,,,,,,,
1430,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,8.0,25.0,0.0,51.9,9.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:500℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN,,,,,,,,
1431,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,9.0,25.0,0.0,54.6,10.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:520℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN,,,,,,,,
1432,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,10.0,25.0,0.0,58.7,11.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:540℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN,,,,,,,,
1433,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,1.0,25.0,0.0,61.8,12.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:560℃ 3h (空冷);淬火:875℃  空冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,索氏体,0
1434,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,11.0,25.0,0.0,64.9,13.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:580℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN,,,,,,,,
1435,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,12.0,25.0,0.0,66.4,14.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:600℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN,,,,,,,,
1436,35Cr2Ni4MoA,_,光滑,_,纵向,,022895,13.0,25.0,0.0,62.4,15.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3.85,1.8,0.015,0.02,0.375,0.275,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:660℃ 3h;淬火:875℃ 30分 空冷;正火:NaN;退火:NaN,,,,,,,,
1437,35Cr3Mo3W2V,北京机电所,光滑,Φ10,纵向,GB228-87,356353524,1.0,25.0,0.0,36.5,1.0,北京机电所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,2.78,0.0,3.0,0.014,0.021,0.18,0.83,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1050℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1438,35Cr3Mo3W2V,北京机电所,光滑,Φ10,纵向,GB228-87,356353524,2.0,25.0,0.0,45.0,2.0,北京机电所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,2.78,0.0,3.0,0.014,0.021,0.18,0.83,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:600℃ 1.5h 空冷(两次);淬火:950℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1439,35Cr3Mo3W2V,北京机电所,光滑,Φ10,纵向,GB228-87,356353524,3.0,25.0,0.0,43.5,3.0,北京机电所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,2.78,0.0,3.0,0.014,0.021,0.18,0.83,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:600℃ 1.5h 空冷(两次);淬火:1020℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1440,35Cr3Mo3W2V,北京机电所,光滑,Φ10,纵向,GB228-87,356353524,4.0,25.0,0.0,40.5,4.0,北京机电所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,2.78,0.0,3.0,0.014,0.021,0.18,0.83,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:600℃ 1.5h 空冷(两次);淬火:1050℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1441,35Cr3Mo3W2V,北京机电所,光滑,Φ10,纵向,GB228-87,356353524,5.0,25.0,0.0,39.0,5.0,北京机电所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,2.78,0.0,3.0,0.014,0.021,0.18,0.83,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:600℃ 1.5h 空冷(两次);淬火:1080℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1442,35Cr3Mo3W2V,北京机电所,光滑,Φ10,纵向,GB228-87,356353524,6.0,25.0,0.0,35.0,6.0,北京机电所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,2.78,0.0,3.0,0.014,0.021,0.18,0.83,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:600℃ 1.5h 空冷(两次);淬火:1150℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1443,35Cr3Mo3W2V,北京机电所,光滑,Φ10,纵向,GB228-87,356353524,7.0,25.0,0.0,37.0,7.0,北京机电所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,2.78,0.0,3.0,0.014,0.021,0.18,0.83,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:300℃ 1.5h 空冷 (两次);淬火:1050℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1444,35Cr3Mo3W2V,北京机电所,光滑,Φ10,纵向,GB228-87,356353524,8.0,25.0,0.0,35.5,8.0,北京机电所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,2.78,0.0,3.0,0.014,0.021,0.18,0.83,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:500℃ 1.5h 空冷 (两次);淬火:1050℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
