,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,伸长率5,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,热处理工艺,夹杂物,晶粒度,最大晶粒度,渗氮,渗碳,试验单位-金相组织,金相组织,马氏体转变开
1047,25MnTiBRE,洛阳拖拉机所,光滑,Φ10,纵向,GB228-87,903125,1.0,25.0,4.0,0.55,1.0,洛阳拖拉机所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0026,0.0,0.0,0.0,0.0,0.03,0.04,0.017,0.017,1.49,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:-60℃ 冷处理;热处理1:880℃ 碳氮共渗,油冷;渗氮:NaN;渗碳:NaN;回火:220℃;淬火:NaN;正火:NaN;退火:NaN",NaN,0,0,NaN,NaN,洛阳拖拉机所,回火马氏体,0
1048,28CrNiMoV,东方汽轮机厂,光滑,Φ10,纵向,GB228-76,807134-1,1.0,25.0,3.0,21.0,1.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1049,28CrNiMoV,东方汽轮机厂,光滑,Φ10,切向,GB228-76,807134-1,1.0,25.0,3.0,19.0,2.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1050,28CrNiMoV,东方汽轮机厂,光滑,Φ10,纵向,GB228-76,807134-1,1.0,25.0,3.0,22.0,3.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1051,28CrNiMoV,东方汽轮机厂,光滑,Φ10,切向,GB228-76,807134-1,1.0,25.0,3.0,18.4,4.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1052,28CrNiMoV,东方汽轮机厂,光滑,Φ5,纵向,GB4338-84,807134-1,1.0,20.0,3.0,22.8,5.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1053,28CrNiMoV,东方汽轮机厂,光滑,Φ5,纵向,GB4338-84,807134-1,1.0,300.0,3.0,17.9,6.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1054,28CrNiMoV,东方汽轮机厂,光滑,Φ5,纵向,GB4338-84,807134-1,1.0,400.0,3.0,20.7,7.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1055,28CrNiMoV,东方汽轮机厂,光滑,Φ5,纵向,GB4338-84,807134-1,1.0,500.0,3.0,26.4,8.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1056,28CrNiMoV,东方汽轮机厂,光滑,Φ5,纵向,GB4338-84,807134-1,1.0,525.0,3.0,24.1,9.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1057,28CrNiMoV,东方汽轮机厂,光滑,Φ5,纵向,GB4338-84,807134-1,1.0,550.0,3.0,25.4,10.0,东方汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.95,0.5,1.11,0.011,0.017,0.6,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 空冷;淬火:950℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,东方汽轮机厂,回火马氏体,0
1058,28MnCr5,上海材料研究所,光滑,Φ10,纵向,GB228-76,28001,1.0,25.0,5.0,7.3,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.12,0.0,0.0,0.02,0.05,0.92,0.025,0.012,0.72,0.075,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:190℃ 2h 空冷;淬火:820℃ 油冷;正火:890℃ 空冷;退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,马氏体,0
1059,28MnCr5,上海材料研究所,光滑,_,纵向,GB228-76,28002,2.0,25.0,2.0,10.0,2.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.9,0.028,0.016,0.73,0.04,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:200℃ 2h 空冷;淬火:870℃ 30' 油冷;正火:NaN;退火:NaN,,,,,,,,
1060,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,7210305,1.0,25.0,3.0,17.27,1.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.225,0.87,1.08,11.8,0.0035,0.016,0.65,0.055,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,回火索氏体,0
1061,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,7210305,2.0,25.0,3.0,16.0,2.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.225,0.87,1.08,11.8,0.0035,0.016,0.65,0.055,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1062,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,7210362,1.0,25.0,2.0,16.0,3.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025,0.285,0.955,1.19,12.365,0.002,0.023,0.82,0.26,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1063,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,7210362,2.0,25.0,2.0,15.4,4.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025,0.285,0.955,1.19,12.365,0.002,0.023,0.82,0.26,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1064,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,7210363,1.0,25.0,2.0,17.6,5.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945,0.23,0.81,1.03,11.5,0.003,0.023,0.595,0.145,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1065,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,7210363,2.0,25.0,2.0,15.2,6.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945,0.23,0.81,1.03,11.5,0.003,0.023,0.595,0.145,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1066,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,15855,1.0,25.0,2.0,18.0,7.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.21,0.86,1.14,12.35,0.006,0.023,0.7,0.35,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1067,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,15856,1.0,25.0,2.0,16.9,8.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.18,0.81,1.05,11.94,0.004,0.019,0.69,0.42,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1068,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,16858,1.0,25.0,2.0,16.1,9.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.25,0.87,1.14,12.0,0.007,0.011,0.69,0.34,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1069,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,16859,1.0,25.0,2.0,18.5,10.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.3,0.84,1.09,11.41,0.005,0.014,0.64,0.33,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1070,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,16712,1.0,25.0,2.0,17.9,11.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.22,0.83,1.04,11.61,0.007,0.013,0.69,0.32,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1071,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,16713,1.0,25.0,2.0,16.2,12.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.21,0.94,1.18,11.88,0.007,0.017,0.63,0.28,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1072,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,16714,1.0,25.0,5.0,16.48,13.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.25,0.95,1.21,11.18,0.009,0.017,0.64,0.37,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1073,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,16716,1.0,25.0,2.0,16.1,14.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.23,1.05,1.19,11.87,0.006,0.019,0.71,0.25,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1074,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,16719,1.0,25.0,2.0,17.0,15.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.24,0.88,0.97,11.56,0.006,0.019,0.65,0.38,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1075,2Cr12Ni1W1Mo1V,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,16720,1.0,25.0,2.0,19.0,16.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.24,0.8,0.95,11.59,0.007,0.013,0.65,0.37,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 10h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,回火索氏体,0
1076,2Cr12Ni2W1Mo1V,_,光滑,_,纵向,,9554,1.0,25.0,2.0,14.5,1.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.3,1.27,1.98,11.66,0.01,0.027,0.64,0.18,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:600℃ * 5h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1077,2Cr12Ni2W1Mo1V,_,光滑,_,纵向,,9554,2.0,25.0,2.0,15.9,2.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.3,1.27,1.98,11.66,0.01,0.027,0.64,0.18,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:650℃ * 5h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1078,2Cr12Ni2W1Mo1V,_,光滑,_,纵向,,9554,3.0,25.0,2.0,16.5,3.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.3,1.27,1.98,11.66,0.01,0.027,0.64,0.18,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ * 5h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1079,2Cr12Ni2W1Mo1V,_,光滑,_,纵向,,9551,4.0,25.0,2.0,15.25,4.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.3,0.26,1.1,2.11,11.7,0.004,0.018,0.44,0.42,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:685℃ * 5h;淬火:1030℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1080,2Cr12Ni2W1Mo1V,_,光滑,_,纵向,,9551,5.0,25.0,2.0,15.75,5.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.3,0.26,1.1,2.11,11.7,0.004,0.018,0.44,0.42,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃* 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1081,2Cr12Ni2W1Mo1V,_,光滑,_,纵向,,9551,6.0,25.0,2.0,16.25,6.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.3,0.26,1.1,2.11,11.7,0.004,0.018,0.44,0.42,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃* 3h +680℃* 3h 二次;淬火:1050℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1082,2Cr12Ni2W1Mo1V,_,光滑,_,纵向,,9552,7.0,25.0,2.0,15.25,7.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.23,1.11,2.13,11.04,0.004,0.018,0.42,0.42,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃* 5h;淬火:1030℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
1083,2Cr12Ni2W1Mo1V,_,光滑,_,纵向,,9552,7.0,25.0,2.0,15.5,8.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.23,1.11,2.13,11.04,0.004,0.018,0.42,0.42,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃* 5h;淬火:1030℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
